"Var1","Var2","error"
"Mathematica_423544","measured",0.000393489595550556
"Mathematica_513193","measured",0.000611090557854395
"Mathematica_572413","measured",0.00092223308122244
"Thermosimfit_423544","measured",0.000522998886483907
"Thermosimfit_513193","measured",0.000297762734893938
"Thermosimfit_572413","measured",0.000407425905468523
