0.0000	5846.1
0.4975	5251.42
0.9901	4579.22
1.4778	3922.71
1.9608	3351.84
2.4390	2791.56
2.9126	2333.07
3.3816	1969.98
3.8462	1653.07
4.3062	1398.69
4.7619	1210.67
5.2133	1054.34
5.6604	936.536
6.1033	827.836
6.5421	757.271
6.9767	687.888
7.4074	628.26
7.8341	582.921
8.2569	541.771
8.6758	505.525
9.0909	478.098
